GID_2,id,province,district,trend400_ln_y1990,trend400_ln_y1991,trend400_ln_y1992,trend400_ln_y1993,trend400_ln_y1994,trend400_ln_y1995,trend400_ln_y1996,trend400_ln_y1997,trend400_ln_y1998,trend400_ln_y1999,trend400_ln_y2000,trend400_ln_y2001,trend400_ln_y2002,trend400_ln_y2003,trend400_ln_y2004,trend400_ln_y2005,trend400_ln_y2006,trend400_ln_y2007,trend400_ln_y2008,trend400_ln_y2009,trend400_ln_y2010,trend400_ln_y2011,trend400_ln_y2012,trend400_ln_y2013,trend400_ln_y2014,trend400_ln_y2015,trend400_ln_y2016,trend400_ln_y2017,trend400_ln_y2018,trend400_ln_y2019,trend400_ln_y2020,trend400_ln_y2021,trend400_ln_y2022
KHM.10.2_2,11,Kep,Kaeb,6.4340611,6.4663715,6.4986796,6.5309691,6.5631528,6.5962143,6.6308694,6.6675763,6.7066197,6.7480726,6.7917461,6.8374457,6.8847599,6.9333701,6.9830441,7.0333381,7.0837865,7.1339974,7.1837597,7.2331786,7.2824378,7.3318725,7.3816824,7.432117,7.4834414,7.5357881,7.5891328,7.6433086,7.6981268,7.7533002,7.8087435,7.8645697,7.9205685
KHM.11.1_2,12,Krâchéh,ChetrBorei,6.3919916,6.4393048,6.4866257,6.5339751,6.5813298,6.6297493,6.6798396,6.7322264,6.7873988,6.845612,6.9067984,6.9706869,7.0368075,7.1045103,7.1728983,7.2410865,7.3081727,7.3732448,7.4354811,7.4941988,7.548954,7.5995278,7.6457925,7.6877098,7.7252607,7.7585688,7.7879653,7.8140316,7.8374929,7.8589168,7.8789549,7.8982415,7.9172492
KHM.11.2_2,13,Krâchéh,Chhloung,6.3869119,6.4435287,6.5002522,6.5572267,6.6145072,6.67314,6.7337642,6.7969208,6.8629413,6.9318638,7.0032396,7.0763683,7.1504488,7.2245922,7.2977805,7.3689561,7.4371099,7.5015116,7.5616379,7.6171565,7.6678052,7.7134495,7.7539911,7.7894254,7.8197103,7.8449636,7.8654208,7.881464,7.8936706,7.9026136,7.9091105,7.9142118,7.9188194
KHM.11.3_2,14,Krâchéh,Kracheh,6.6592321,6.7084403,6.7576008,6.8064499,6.8544536,6.9020219,6.949142,6.9959168,7.0423875,7.0885954,7.1341524,7.1786618,7.2216897,7.2628193,7.3016405,7.3378358,7.3712721,7.4022212,7.4309459,7.4578128,7.4831648,7.5071988,7.5300837,7.5520535,7.5733285,7.5941229,7.6146111,7.6349521,7.6554585,7.6764317,7.6977878,7.7196212,7.7417111
KHM.11.4_2,15,Krâchéh,PrekPrasab,6.4115343,6.4589767,6.5064483,6.5539575,6.6014423,6.6498919,6.6999536,6.7521667,6.8069849,6.8645911,6.9247823,6.9870892,7.050776,7.1151257,7.1793914,7.2427573,7.3043299,7.3633161,7.4191704,7.4716763,7.5208902,7.5670495,7.6104712,7.6514654,7.6902981,7.7272897,7.7627535,7.7970538,7.8303103,7.8624258,7.8935537,7.9241285,7.9545135
KHM.11.5_2,16,Krâchéh,Sambour,6.5039244,6.5293527,6.5547709,6.5801644,6.6055217,6.6318893,6.6601539,6.6909952,6.7248912,6.7620516,6.8023758,6.8455863,6.8912935,6.9390454,6.9883099,7.0384645,7.0888796,7.1390467,7.1887021,7.237813,7.2865644,7.3352528,7.3842797,7.4339514,7.4844375,7.5357547,7.58781,7.6404471,7.6934586,7.7465453,7.7996001,7.8526888,7.9057684
KHM.11.6_2,17,Krâchéh,Snuol,6.836555,6.870481,6.9044256,6.9384022,6.9724112,7.0075083,7.044486,7.0839019,7.1260915,7.1710935,7.2185855,7.2680664,7.3189073,7.3703804,7.4215961,7.4714456,7.5186639,7.5620246,7.600441,7.6332211,7.6600924,7.6812267,7.6970921,7.7082567,7.7154326,7.7195292,7.7214813,7.7220879,7.7219596,7.7214279,7.7208648,7.7204919,7.7202191
KHM.12.1_2,18,KrongPailin,Pailin,6.6024733,6.6257272,6.6493387,6.6740232,6.7003021,6.7294068,6.7621384,6.7988439,6.8394489,6.8834443,6.929985,6.9782567,7.0276256,7.0775385,7.127315,7.1763473,7.224124,7.2707829,7.316905,7.3633237,7.4108548,7.4603148,7.512569,7.5683336,7.6280694,7.6919489,7.7597232,7.830729,7.9041743,7.9792118,8.0548363,8.1307068,8.2066746
KHM.12.2_2,19,KrongPailin,SalaKrau,6.8277669,6.8345437,6.8412733,6.8478732,6.8542848,6.8615556,6.8705449,6.8820076,6.8967991,6.9157114,6.939446,6.9684811,7.0028567,7.0421319,7.0855784,7.1322126,7.1807003,7.2297678,7.2783775,7.3260331,7.3727384,7.4187512,7.4645495,7.5110769,7.5593724,7.6104321,7.664772,7.7224383,7.7831955,7.846621,7.9118342,7.9780746,8.0445051
KHM.13.1_2,20,KrongPreahSihanouk,KampongSeila,6.560462,6.5973172,6.6342125,6.6712513,6.708571,6.7473807,6.7884674,6.8324852,6.8799281,6.9308681,6.9848838,7.0414987,7.1003032,7.1608806,7.2227569,7.2853184,7.3478436,7.4096437,7.4702864,7.5296245,7.5877609,7.644958,7.7015386,7.7578287,7.8141546,7.8708248,7.9280739,7.9859362,8.0444536,8.1036053,8.1632872,8.2234211,8.2836647
KHM.13.2_2,21,KrongPreahSihanouk,PreahSihanouk,8.1094942,8.1438446,8.178194,8.2125263,8.2467813,8.2818565,8.3183994,8.3568926,8.3976336,8.4407711,8.4862452,8.5338993,8.5835381,8.6348381,8.6873331,8.7404013,8.7933292,8.8454533,8.8962278,8.9453135,8.9925756,9.0379457,9.0814362,9.1230736,9.1628637,9.2007895,9.2368526,9.2711077,9.3037148,9.3349762,9.3652582,9.3950281,9.4246235
KHM.13.3_2,22,KrongPreahSihanouk,PreyNob,6.5463905,6.6008077,6.6549768,6.708611,6.7613711,6.8137717,6.8659458,6.9177012,6.9690495,7.0200901,7.0709262,7.1217027,7.1726508,7.224052,7.2761579,7.3290858,7.3828869,7.4377069,7.4937372,7.5512705,7.6106172,7.671977,7.7354112,7.8010235,7.8688812,7.9388399,8.0106049,8.0836582,8.1573238,8.2307196,8.3035049,8.3758163,8.4478941
KHM.13.4_2,23,KrongPreahSihanouk,StuengHav,6.5595508,6.5865588,6.6135702,6.640605,6.667769,6.6962423,6.7268596,6.7602782,6.7970185,6.8373938,6.8814592,6.929009,6.9796467,7.0328984,7.0881615,7.1448865,7.2026153,7.2613182,7.3213811,7.3836498,7.4489522,7.5179558,7.5911894,7.6690221,7.751555,7.8385701,7.9295292,8.0234575,8.119091,8.2151623,8.3111105,8.4068956,8.5025711
KHM.14.1_2,24,MôndólKiri,KaevSeima,6.7838111,6.8052139,6.8265285,6.8475966,6.8682003,6.8891325,6.9109907,6.9341822,6.9589438,6.9852958,7.0130215,7.0418253,7.0714173,7.1015906,7.1322184,7.1633043,7.1949401,7.2270885,7.2598176,7.2934127,7.3283043,7.3649693,7.4039798,7.4457593,7.4905519,7.5384164,7.5892572,7.6427584,7.6983991,7.7554398,7.8131223,7.87115,7.9293365
KHM.14.2_2,25,MôndólKiri,KaohNheaek,6.7504883,6.7560506,6.7616806,6.767571,6.7740917,6.7828994,6.7952456,6.8119884,6.8336363,6.8603187,6.8917742,6.9275055,6.9668746,7.0091634,7.0535555,7.0991645,7.1451125,7.1906872,7.2354579,7.2793512,7.3226175,7.3655581,7.408535,7.4517317,7.4951382,7.5385447,7.5815411,7.6238236,7.6652255,7.7056713,7.7452116,7.7841897,7.8229847
KHM.14.3_2,26,MôndólKiri,OuReang,6.7247176,6.74157,6.7584858,6.7755303,6.7928047,6.8115091,6.8327494,6.8573728,6.8859863,6.9189234,6.9562087,6.9976311,7.04282,7.0912952,7.1424541,7.1955805,7.2499056,7.3047452,7.3595829,7.4141207,7.4683242,7.5222955,7.5762401,7.6302981,7.6845331,7.7388916,7.79322,7.8472595,7.9008083,7.9537687,8.0062094,8.0583687,8.1104622
KHM.14.4_2,27,MôndólKiri,PechChreada,6.7752252,6.7957487,6.816329,6.8370647,6.8581114,6.8807635,6.9060745,6.9348531,6.9676332,7.0046144,7.0456266,7.0902638,7.1379294,7.1879206,7.2394037,7.2914762,7.3432279,7.393899,7.4429646,7.49014,7.5353703,7.5787334,7.6204309,7.6607413,7.7000065,7.7383804,7.7758474,7.8122606,7.8475189,7.8815732,7.9145999,7.9470062,7.979188
KHM.14.5_2,28,MôndólKiri,SaenMonourom,6.6128807,6.6274943,6.6419349,6.6558928,6.6691518,6.6826382,6.6972356,6.7138648,6.733335,6.7563066,6.7831259,6.8139853,6.8490314,6.8882585,6.9315329,6.9785256,7.028801,7.0818048,7.1369572,7.1937981,7.2520108,7.3112159,7.3710375,7.4310026,7.4905419,7.5490413,7.6059599,7.6611195,7.714519,7.7662773,7.8166604,7.8661513,7.9152966
KHM.15.1_2,29,OtdarMeanChey,AnlongVeaeng,6.8039966,6.8226538,6.8412485,6.8596797,6.8778305,6.8966327,6.9168639,6.9391093,6.9637809,6.9910765,7.020936,7.0531893,7.0876527,7.1242037,7.1627774,7.2034044,7.2460198,7.2906308,7.3374419,7.3868237,7.4395518,7.4965363,7.5582824,7.6247959,7.6960173,7.7719202,7.8523588,7.9368129,8.0238218,8.1118164,8.1997976,8.2875185,8.3750658
KHM.15.2_2,30,OtdarMeanChey,BanteayAmpil,6.781651,6.8058448,6.8300452,6.8542767,6.878582,6.9041266,6.9319096,6.9628053,6.9974661,7.0362902,7.0793161,7.1263471,7.1770139,7.2308187,7.2870998,7.3450422,7.4037356,7.462317,7.5200663,7.5765514,7.6315856,7.6850648,7.7369032,7.7870049,7.835309,7.8818822,7.9268565,7.9704223,8.0126963,8.0538216,8.0941229,8.1340256,8.1738195
KHM.15.3_2,31,OtdarMeanChey,ChongKal,6.5294414,6.5645695,6.5997729,6.6351151,6.670558,6.7069759,6.7449751,6.7850995,6.8278084,6.8734365,6.9221296,6.9738765,7.0285549,7.085906,7.1454902,7.2066875,7.2687445,7.3309722,7.3927746,7.4537473,7.5136995,7.5725222,7.6301284,7.6865921,7.7419682,7.7962604,7.8493729,7.9011087,7.9513931,8.0002003,8.0478239,8.0947618,8.1414337
KHM.15.4_2,32,OtdarMeanChey,Samraong,6.4562368,6.4788504,6.5014572,6.5241184,6.5469017,6.5709414,6.5972018,6.6266603,6.6601896,6.6984696,6.7418027,6.7902575,6.8436933,6.9017916,6.9640794,7.0299129,7.0985141,7.1689191,7.2400465,7.310854,7.3803978,7.4477639,7.5122366,7.5733705,7.630928,7.6850352,7.7359943,7.7842731,7.8304472,7.8749523,7.9182215,7.9608574,8.0032463
KHM.15.5_2,33,OtdarMeanChey,TrapeangPrasat,6.728157,6.750576,6.7729325,6.7951217,6.8169999,6.8394542,6.8631897,6.8887305,6.9164276,6.9464746,6.9788156,7.0132933,7.0497389,7.0880389,7.1281433,7.1699858,7.2135735,7.2591567,7.3069501,7.3571815,7.4100752,7.4656067,7.5235567,7.5834198,7.645031,7.708571,7.7742958,7.842464,7.9130678,7.9855604,8.0588465,8.13237,8.2059031
KHM.16.10_2,34,PhnomPenh,RusseyKeo,8.0438547,8.0752954,8.1067276,8.1381254,8.1694317,8.2015238,8.2350569,8.2705412,8.3083334,8.3485565,8.3910522,8.4354992,8.481473,8.528492,8.576004,8.6233549,8.6698608,8.7149782,8.7583885,8.8000746,8.8403387,8.8793764,8.9173765,8.9544611,8.9906445,9.0258484,9.0599585,9.0928688,9.1245699,9.1551828,9.1849432,9.2142391,9.2433767
KHM.16.11_2,35,PhnomPenh,Saensokh,7.881587,7.9147525,7.9479299,7.9811316,8.0143471,8.0485382,8.084444,8.1226721,8.1636791,8.2076912,8.2546415,8.3042831,8.3562365,8.4100237,8.4650364,8.5205145,8.5755978,8.6294737,8.681448,8.7309952,8.7777548,8.8213854,8.8616381,8.8982897,8.9311132,8.9598866,8.9844542,9.0047903,9.0210619,9.0336971,9.0434093,9.0512695,9.0585279
KHM.16.12_2,36,PhnomPenh,TuolKouk,7.6605577,7.6937418,7.7269344,7.7601395,7.7933345,7.8274784,7.8633003,7.9013968,7.9422116,7.9859514,8.0325289,8.0816727,8.1329794,8.1859465,8.2399445,8.2942123,8.3479109,8.4002819,8.4507179,8.4988203,8.5443974,8.5873241,8.6275635,8.6650991,8.6998997,8.7319326,8.7612123,8.7878561,8.8121767,8.834734,8.8560886,8.8768339,8.8973808
KHM.16.1_2,37,PhnomPenh,ChamkarMon,7.687418,7.72574,7.7641664,7.8028817,7.8421164,7.8830948,7.9268575,7.9743142,8.0262032,8.082984,8.1447573,8.2113352,8.2822618,8.3567953,8.4338341,8.5118227,8.5887432,8.6629992,8.7334223,8.7992744,8.860199,8.9160328,8.9668427,9.0128279,9.0542374,9.0913563,9.1245518,9.154315,9.1813478,9.2063303,9.2299147,9.252779,9.275404
KHM.16.2_2,38,PhnomPenh,ChbarAmpov,8.1489773,8.1816978,8.2144232,8.2471504,8.279851,8.3134756,8.3487501,8.3862629,8.4264507,8.4695139,8.5153627,8.5637283,8.6142168,8.6663427,8.7195034,8.7729683,8.8259382,8.8776875,8.9276361,8.9754019,9.0208082,9.0637426,9.1041803,9.1421204,9.1775599,9.2105026,9.2410059,9.2692394,9.2955694,9.3204374,9.3442879,9.3676224,9.3907881
KHM.16.3_2,39,PhnomPenh,ChraoyChongvar,8.0720692,8.1060762,8.1400919,8.1741104,8.2080917,8.2429628,8.2794113,8.317975,8.3590221,8.4027185,8.448966,8.4975185,8.5480328,8.6001024,8.6531553,8.7065277,8.7595224,8.8115559,8.8622246,8.9113646,8.9590483,9.0053701,9.0504637,9.0944271,9.137289,9.1790504,9.2197161,9.2593184,9.2979898,9.3359842,9.3735695,9.4110498,9.448514
KHM.16.4_2,40,PhnomPenh,Dangkao,8.078866,8.1117315,8.1445904,8.1774168,8.2101688,8.2437811,8.2789755,8.3163395,8.3563156,8.3991175,8.4446745,8.4927416,8.5429583,8.5948792,8.6479483,8.7014942,8.7547827,8.8071604,8.8581266,8.9073877,8.954855,9.0004854,9.0443068,9.0863562,9.1266384,9.1651278,9.2018023,9.2366858,9.2699213,9.3018055,9.3327036,9.3630857,9.3932905
KHM.16.5_2,41,PhnomPenh,DounPenh,7.7175493,7.7482681,7.779016,7.8098454,7.8408189,7.8729739,7.9071684,7.9441543,7.9845614,8.0288172,8.0770922,8.129406,8.1856766,8.2457438,8.30933,8.3759756,8.4450769,8.5159874,8.5880585,8.6606445,8.7330475,8.8043213,8.87323,8.9389505,9.0009422,9.0588856,9.1126757,9.1624165,9.2084475,9.2513456,9.2918835,9.3310337,9.369709
KHM.16.6_2,42,PhnomPenh,MeanChey,7.9101734,7.943254,7.9763498,8.0094805,8.0426455,8.0768013,8.1126862,8.1509056,8.1919203,8.2359591,8.282959,8.3326778,8.3847418,8.4386778,8.4938822,8.5495758,8.6048555,8.658927,8.7111616,8.761157,8.8087225,8.8537416,8.8962393,8.9363194,8.974123,9.0098381,9.0436125,9.075593,9.105979,9.135047,9.1631508,9.1907473,9.218174
KHM.16.7_2,43,PhnomPenh,PraekPnov,7.5688133,7.5973268,7.6257157,7.653883,7.6817231,7.7101388,7.7398505,7.7715273,7.805778,7.8430095,7.8832707,7.9263482,7.9719443,8.0197201,8.0692959,8.1200819,8.1713409,8.222333,8.2724943,8.3215628,8.3695984,8.4166203,8.4626455,8.5077343,8.5519876,8.5955095,8.6384163,8.6807432,8.722497,8.7637548,8.8047199,8.8455811,8.8864613
KHM.16.8_2,44,PhnomPenh,PrampirMeakkakra,7.9441624,7.972404,8.0006475,8.0288963,8.0571461,8.0863733,8.1173716,8.1508541,8.1874504,8.2274876,8.2709417,8.3175564,8.3669052,8.4184294,8.4714117,8.5249643,8.5780802,8.6297913,8.6792421,8.7257423,8.7687731,8.8078461,8.8425884,8.8726873,8.897872,8.917943,8.9328489,8.9427729,8.9482222,8.9501162,8.9498453,8.9485369,8.9469061
KHM.16.9_2,45,PhnomPenh,PurSenChey,7.7270179,7.7585688,7.7901249,7.8216901,7.8532486,7.8857312,7.9198589,7.956213,7.9952226,8.0370827,8.0817051,8.1288319,8.1780891,8.2290297,8.2811031,8.3336239,8.385828,8.4370222,8.4866524,8.5343657,8.5800152,8.6235161,8.6648788,8.7041264,8.7412415,8.7761736,8.8088942,8.8394489,8.8680372,8.8950605,8.9209614,8.9462729,8.9713879
KHM.17.1_2,46,Pouthisat,Bakan,6.4907055,6.5219102,6.5530496,6.5840659,6.6148868,6.6465683,6.6800051,6.7159572,6.7550907,6.7979336,6.8446398,6.8951187,6.9488659,7.005116,7.0631328,7.1221328,7.1813297,7.2400618,7.2978897,7.3547187,7.4107623,7.4665341,7.5227342,7.5800438,7.6389666,7.6997285,7.7622833,7.8265257,7.8923254,7.9597096,8.0284691,8.0981674,8.1681337
KHM.17.2_2,47,Pouthisat,Kandieng,6.4091473,6.4299779,6.4509001,6.4720044,6.4933844,6.5162606,6.5415616,6.5699673,6.6018119,6.6370316,6.6753173,6.7163415,6.7598829,6.8057089,6.8534837,6.9028111,6.9533014,7.0048432,7.0573807,7.1109681,7.16574,7.2219424,7.2798195,7.3392997,7.3998914,7.4610372,7.5222015,7.5831137,7.6434488,7.7029018,7.7615094,7.8195791,7.8775234
KHM.17.3_2,48,Pouthisat,Krakor,6.5462513,6.5930972,6.6399517,6.6867847,6.7334809,6.7809296,6.8296661,6.8801165,6.9325981,6.9871678,7.0435615,7.1012745,7.1595793,7.2174978,7.2739673,7.3279629,7.3785353,7.4250093,7.4669676,7.5043106,7.5372205,7.5661535,7.5918303,7.6149721,7.6363301,7.6568065,7.6772056,7.6980839,7.7196112,7.7416248,7.7639213,7.7864294,7.809052
KHM.17.4_2,49,Pouthisat,PhnumKravanh,6.6295419,6.673286,6.7170558,6.7608647,6.8046632,6.8494525,6.8959169,6.9446678,6.9960551,7.0500584,7.1063428,7.1644168,7.2236891,7.2834406,7.3427773,7.4007959,7.4566298,7.5095105,7.5589151,7.6045671,7.646276,7.6838627,7.7173429,7.7468252,7.7724881,7.7945185,7.813179,7.828969,7.8423257,7.8535891,7.8632436,7.8718643,7.8800473
KHM.17.5_2,50,Pouthisat,Pursat,6.3841829,6.4059467,6.427784,6.4498024,6.4721437,6.4962087,6.5232058,6.5541291,6.5897584,6.630518,6.6764278,6.7273378,6.7829871,6.8430042,6.9069295,6.9742432,7.0443645,7.1167865,7.1910644,7.2669034,7.3441548,7.422514,7.5014892,7.5804958,7.6594048,7.73843,7.8179207,7.8980465,7.9787002,8.0596857,8.1408262,8.2221546,8.3033972
KHM.17.6_2,51,Pouthisat,TonléSap,6.412744,6.4506874,6.4886856,6.5268235,6.5651917,6.6048656,6.6465483,6.6907525,6.7378759,6.7879925,6.8407764,6.8956027,6.9515533,7.0077877,7.06353,7.118042,7.1706791,7.2210402,7.2688537,7.3141856,7.3573279,7.3986826,7.4386182,7.4773574,7.5150599,7.5518193,7.5876889,7.6226401,7.6566334,7.6894884,7.7212682,7.7523389,7.7831759
KHM.17.7_2,52,Pouthisat,VealVeaeng,6.7386737,6.7636504,6.7887096,6.8138027,6.8388748,6.8649235,6.892817,6.9232883,6.9569144,6.9940495,7.0347781,7.0790076,7.1264443,7.1766124,7.2288904,7.2825203,7.3366671,7.3905506,7.4435096,7.4951544,7.5453467,7.5940242,7.6412425,7.6870837,7.7316165,7.7750015,7.8174839,7.8591046,7.8997474,7.9393034,7.9779172,8.016058,8.0540791
KHM.18.1_2,53,PreahVihéar,CheySaen,6.5546465,6.5827417,6.6108065,6.6387811,6.6665874,6.6951709,6.7252679,6.7574406,6.7920732,6.8293052,6.8689847,6.9107995,6.9543505,6.9991975,7.0448318,7.0906959,7.136198,7.1807947,7.2241788,7.2663608,7.307682,7.3485579,7.3894858,7.4308352,7.4728332,7.5155649,7.5589981,7.6029634,7.6471829,7.6912732,7.7350984,7.7787867,7.8224325
KHM.18.2_2,54,PreahVihéar,Chhaeb,6.6514745,6.6780019,6.7045264,6.7310109,6.7573843,6.784595,6.8133903,6.8443093,6.8776531,6.9134231,6.9513531,6.9910445,7.032023,7.0737414,7.1155782,7.1568637,7.1970005,7.2355876,7.2723365,7.3071656,7.340229,7.3718281,7.4024429,7.4323621,7.4617229,7.4905443,7.5187693,7.5463276,7.5731478,7.5991688,7.6244521,7.6492729,7.6738977
KHM.18.3_2,55,PreahVihéar,ChoamKsant,6.6981602,6.7224464,6.74685,6.771616,6.7971487,6.8247623,6.8554606,6.8899059,6.9284177,6.9708953,7.0167704,7.0651231,7.1147394,7.1644711,7.213213,7.2599015,7.3035865,7.3435831,7.3795791,7.4116883,7.4404845,7.466794,7.4913745,7.5147691,7.5372767,7.5589991,7.5799212,7.5999923,7.6190877,7.6371527,7.6543732,7.6710768,7.6875825
KHM.18.4_2,56,PreahVihéar,Kuleaen,6.6584282,6.6815152,6.7046862,6.7280889,6.7519541,6.7775817,6.8061123,6.83846,6.8753147,6.9170747,6.9637985,7.0151887,7.0706496,7.1293554,7.1904235,7.2529087,7.3158479,7.378366,7.4398007,7.4997368,7.5579848,7.6144872,7.6692948,7.7224631,7.774044,7.8241177,7.8728046,7.9201503,7.9662051,8.011076,8.0550394,8.0985289,8.141922
KHM.18.5_2,57,PreahVihéar,PreahVihear,6.7268729,6.7496581,6.7725902,6.7959886,6.8199449,6.8454647,6.873157,6.9034796,6.9367146,6.9729023,7.0117521,7.0528479,7.0957198,7.1397948,7.1844721,7.229023,7.2726827,7.3148465,7.3551679,7.3935742,7.4301519,7.4650278,7.4983597,7.5302234,7.5607934,7.5904279,7.6194906,7.6482782,7.6768918,7.705277,7.7333508,7.7612481,7.7890863
KHM.18.6_2,58,PreahVihéar,Rovieng,6.6179662,6.6434731,6.6689849,6.6945214,6.720077,6.7466788,6.7751665,6.8061643,6.8400826,6.8770499,6.9168735,6.9591718,7.0034428,7.0491138,7.09551,7.1418729,7.1874304,7.231554,7.2738252,7.3141108,7.3525863,7.3895178,7.425261,7.4600472,7.4939771,7.5270381,7.5591817,7.5904593,7.6210294,7.6509566,7.6803727,7.7095604,7.7387314
KHM.18.7_2,59,PreahVihéar,SangkumThmei,6.5443463,6.5717187,6.5990787,6.6264024,6.6536603,6.6818714,6.7118797,6.7443089,6.7795658,6.817842,6.8589973,6.9026871,6.9484262,6.9956374,7.0436316,7.0916872,7.1391177,7.185421,7.2303953,7.2742128,7.3172302,7.3598971,7.4027634,7.4462223,7.4905109,7.5357141,7.5818172,7.6287265,7.6761966,7.7239861,7.7719598,7.820086,7.8683386
