GID_2,id,province,district,trend6_ln_y1990,trend6_ln_y1991,trend6_ln_y1992,trend6_ln_y1993,trend6_ln_y1994,trend6_ln_y1995,trend6_ln_y1996,trend6_ln_y1997,trend6_ln_y1998,trend6_ln_y1999,trend6_ln_y2000,trend6_ln_y2001,trend6_ln_y2002,trend6_ln_y2003,trend6_ln_y2004,trend6_ln_y2005,trend6_ln_y2006,trend6_ln_y2007,trend6_ln_y2008,trend6_ln_y2009,trend6_ln_y2010,trend6_ln_y2011,trend6_ln_y2012,trend6_ln_y2013,trend6_ln_y2014,trend6_ln_y2015,trend6_ln_y2016,trend6_ln_y2017,trend6_ln_y2018,trend6_ln_y2019,trend6_ln_y2020,trend6_ln_y2021,trend6_ln_y2022
KHM.13.4_2,23,KrongPreahSihanouk,StuengHav,6.5952768,6.6435261,6.6862955,6.7100296,6.6949944,6.6791677,6.6740346,6.682477,6.707056,6.7494702,6.8094182,6.8838382,6.9690762,7.0636973,7.159781,7.2477884,7.3126602,7.3502336,7.365355,7.3780994,7.4003081,7.4345045,7.4820843,7.547585,7.6358204,7.7506595,7.8939447,8.0537081,8.2051258,8.3182325,8.3947458,8.4529858,8.503953
KHM.14.1_2,24,MôndólKiri,KaevSeima,6.7754369,6.825943,6.8721805,6.9019713,6.8921499,6.8754492,6.8682752,6.8771119,6.9043493,6.9475508,6.9979587,7.0477962,7.0919852,7.1299281,7.1627102,7.1953659,7.233624,7.269794,7.2968526,7.314723,7.3267989,7.3359141,7.3513455,7.3774543,7.4155664,7.4660525,7.5314212,7.6116252,7.7028203,7.7920794,7.8646178,7.9292951,7.9938307
KHM.14.2_2,25,MôndólKiri,KaohNheaek,6.8331923,6.851994,6.861908,6.8466439,6.7852907,6.7266068,6.6916289,6.6852016,6.706378,6.7502713,6.8073068,6.8704581,6.9371586,7.0088782,7.0855498,7.1626472,7.2310824,7.2822227,7.3116941,7.3233576,7.3295283,7.338861,7.3626475,7.4051709,7.4655552,7.5376363,7.6071892,7.6668787,7.7141004,7.7451668,7.7566252,7.7574534,7.7571049
KHM.14.3_2,26,MôndólKiri,OuReang,6.7712274,6.8073697,6.8401046,6.8557062,6.8295426,6.7946239,6.7719698,6.768754,6.7865505,6.8235459,6.874115,6.9327655,6.9969697,7.0675464,7.1448293,7.2256675,7.3031392,7.3709893,7.4251084,7.4648528,7.495882,7.5245342,7.559299,7.6042037,7.6609683,7.7281203,7.8014674,7.8718562,7.9324622,7.9790959,8.0133066,8.0432825,8.0748177
KHM.14.4_2,27,MôndólKiri,PechChreada,6.8297811,6.8668928,6.89891,6.9120102,6.8828626,6.8489876,6.8284988,6.8290057,6.8528695,6.898016,6.9571142,7.0247121,7.0973845,7.1753564,7.2570148,7.3383002,7.4118471,7.4724474,7.5189514,7.5530148,7.5788202,7.5989943,7.6171141,7.6384969,7.6729851,7.7219877,7.7803426,7.8371558,7.883718,7.9106884,7.9173679,7.9131069,7.9061718
KHM.14.5_2,28,MôndólKiri,SaenMonourom,6.581306,6.652607,6.7179251,6.7584252,6.7491398,6.7218566,6.6927524,6.6742291,6.6721005,6.6891737,6.7177844,6.751327,6.7905736,6.8366327,6.8917928,6.9541025,7.0210958,7.0866861,7.1443558,7.1944046,7.245265,7.301115,7.367559,7.4454937,7.530292,7.6120892,7.6794114,7.733808,7.7765059,7.8047409,7.8152161,7.8124509,7.805171
KHM.15.1_2,29,OtdarMeanChey,AnlongVeaeng,6.8090668,6.8572803,6.9006481,6.9264312,6.9112415,6.888155,6.8751259,6.8790321,6.902411,6.9436846,6.9945931,7.0474048,7.0977674,7.1461425,7.1950607,7.2496538,7.3037591,7.3485084,7.3783488,7.3890738,7.3959379,7.4223666,7.4729052,7.5319467,7.5934391,7.6682544,7.7760353,7.9290519,8.0916452,8.2223577,8.3054209,8.3555946,8.3919029
KHM.15.2_2,30,OtdarMeanChey,BanteayAmpil,6.8146625,6.864821,6.9101462,6.9374094,6.9219036,6.8973351,6.8798804,6.8788395,6.8975616,6.9366541,6.9896436,7.0509362,7.1182456,7.1931295,7.2760682,7.3637376,7.4485168,7.5228133,7.5809498,7.6261034,7.6673388,7.7111244,7.7593412,7.8090672,7.8560534,7.9006705,7.9441371,7.9884338,8.0280476,8.0562286,8.0754185,8.0942097,8.1153946
KHM.15.3_2,31,OtdarMeanChey,ChongKal,6.5596142,6.6051035,6.6505923,6.6888037,6.6979022,6.7057538,6.7187753,6.7396007,6.7695432,6.8093052,6.8568258,6.9101782,6.9708743,7.04179,7.123508,7.212152,7.2987618,7.3776708,7.4443488,7.4990082,7.5473633,7.5930557,7.6358199,7.6823044,7.7371297,7.8022699,7.8740945,7.9416008,7.9975576,8.0314665,8.045908,8.0513659,8.0538521
KHM.15.4_2,32,OtdarMeanChey,Samraong,6.4871988,6.5384269,6.5842824,6.614172,6.604701,6.5863395,6.569365,6.5624776,6.572135,6.6027431,6.6485686,6.7042885,6.7660885,6.8325114,6.9046769,6.9837875,7.0720177,7.1670303,7.263124,7.3575354,7.4499798,7.534677,7.6074338,7.6673708,7.711762,7.7460203,7.774013,7.800343,7.8304858,7.8584085,7.8778133,7.8960066,7.9128389
KHM.15.5_2,33,OtdarMeanChey,TrapeangPrasat,6.730474,6.7810473,6.8272548,6.8571072,6.8475499,6.8314118,6.8251514,6.8347912,6.8614645,6.9048109,6.9573135,7.0116067,7.0630703,7.1108708,7.1560769,7.1950922,7.2245851,7.2527018,7.2836032,7.3232627,7.3812156,7.4565077,7.5402641,7.6068587,7.6496882,7.6805401,7.7153382,7.774611,7.8712506,7.9945421,8.1053276,8.1975441,8.2787752
KHM.16.10_2,34,PhnomPenh,RusseyKeo,8.0617638,8.1125021,8.1598291,8.1933298,8.1919203,8.1856928,8.1867723,8.2006273,8.2305727,8.2762213,8.3315964,8.3917589,8.4548635,8.5223083,8.595191,8.6691484,8.7347775,8.7843838,8.8142786,8.8290005,8.844429,8.8652258,8.8946934,8.93433,8.9823723,9.0342264,9.0843029,9.1263924,9.1564198,9.1732769,9.1782017,9.1792078,9.1801958
KHM.16.11_2,35,PhnomPenh,Saensokh,7.9075074,7.9595537,8.0082321,8.042985,8.042202,8.0365734,8.0380611,8.0521317,8.0821419,8.1277628,8.1831245,8.2434778,8.3072128,8.3759804,8.4510756,8.5294409,8.6037521,8.6685524,8.7212343,8.7638493,8.8025761,8.8396044,8.8790951,8.9239264,8.973794,9.0248308,9.0704994,9.1021338,9.1097221,9.0843258,9.0210648,8.9299517,8.835928
KHM.16.12_2,36,PhnomPenh,TuolKouk,7.6851287,7.7375526,7.7865772,7.8215308,7.8205247,7.8145304,7.8156447,7.8294139,7.8593011,7.9050689,7.9609671,8.0223637,8.0877295,8.1585331,8.2354403,8.3150768,8.3898029,8.4538059,8.5041962,8.5429201,8.5766077,8.6090794,8.6446333,8.6854486,8.730011,8.7733545,8.808856,8.8297749,8.83428,8.8295841,8.8195868,8.8108931,8.8043432
KHM.16.1_2,37,PhnomPenh,ChamkarMon,7.7512212,7.8017769,7.8488245,7.8817682,7.8794498,7.8716731,7.870564,7.8815856,7.9083533,7.9514914,8.0073376,8.074975,8.1582203,8.2645264,8.3981123,8.5487757,8.6826363,8.7867794,8.8606386,8.9114933,8.9505444,8.9834919,9.0162392,9.0525417,9.0912256,9.1271687,9.154563,9.1698599,9.1781807,9.1806631,9.1773052,9.1737003,9.1714735
KHM.16.2_2,38,PhnomPenh,ChbarAmpov,8.1722431,8.2246084,8.2735357,8.3082781,8.3069811,8.3006306,8.3015079,8.3151817,8.345026,8.3907127,8.4463348,8.5071106,8.5713882,8.6406565,8.7156944,8.7932968,8.8664408,8.9296474,8.9800396,9.0194016,9.0540066,9.0873585,9.1232481,9.163188,9.205451,9.2454414,9.2776098,9.2977533,9.3086996,9.3132668,9.3125,9.312335,9.313632
KHM.16.3_2,39,PhnomPenh,ChraoyChongvar,8.0945721,8.1466303,8.1955996,8.2310553,8.2314711,8.2280836,8.2330999,8.2514858,8.2847939,8.3321667,8.3879023,8.4479685,8.5119867,8.5833845,8.660758,8.7395506,8.8118505,8.8717499,8.9164534,8.9488573,8.9783049,9.0096273,9.0470037,9.0916653,9.1409492,9.1909857,9.2373228,9.2756042,9.3049631,9.3296452,9.353756,9.3847198,9.4193249
KHM.16.4_2,40,PhnomPenh,Dangkao,8.0981026,8.1525211,8.2034359,8.2396431,8.2392817,8.2333708,8.2343693,8.247983,8.2776423,8.3231392,8.3786383,8.4393511,8.5035772,8.5727501,8.6476412,8.7249851,8.7976313,8.8599615,8.9090757,8.946991,8.980689,9.0136204,9.0498762,9.0917988,9.1388617,9.1877375,9.2334175,9.2700834,9.2946062,9.3082628,9.3127975,9.3156309,9.319046
KHM.16.5_2,41,PhnomPenh,DounPenh,7.7509317,7.8013911,7.8483887,7.8814368,7.8795547,7.8727779,7.873445,7.8870573,7.9168057,7.9620161,8.0163736,8.0746279,8.1348104,8.1986513,8.2683878,8.3423796,8.4160595,8.4878035,8.5601797,8.6406183,8.7377195,8.8472586,8.9457588,9.0293884,9.100668,9.1618719,9.2130775,9.25107,9.2719431,9.2725916,9.2522621,9.219656,9.1860905
KHM.16.6_2,42,PhnomPenh,MeanChey,7.9372497,7.9885602,8.0365419,8.0708141,8.0701923,8.0648232,8.0664892,8.0805273,8.1102066,8.1552973,8.2100744,8.2700653,8.3342009,8.4049711,8.4845629,8.569396,8.6495342,8.718647,8.7740211,8.8176632,8.8553438,8.8883276,8.9196129,8.9515333,8.98526,9.0224667,9.0603247,9.0942545,9.119957,9.1354704,9.1412506,9.1444626,9.147975
KHM.16.7_2,43,PhnomPenh,PraekPnov,7.5653648,7.631144,7.6895285,7.7294016,7.7289481,7.7188287,7.7104125,7.7104287,7.7264314,7.7628984,7.8139982,7.8699927,7.9267969,7.986763,8.0567656,8.1355515,8.2144928,8.2822361,8.3318644,8.3660059,8.3986902,8.4340258,8.4713612,8.5100422,8.5506172,8.593462,8.6399698,8.6867132,8.7280912,8.7622004,8.7941074,8.828351,8.8669424
KHM.16.8_2,44,PhnomPenh,PrampirMeakkakra,7.968163,8.0195112,8.0671291,8.0998688,8.0954685,8.0830297,8.0737877,8.0744648,8.0934076,8.1317091,8.1831141,8.2418585,8.3053198,8.3743963,8.4499302,8.5286655,8.6032648,8.6683817,8.7215948,8.765172,8.8053217,8.8440504,8.8849001,8.9294147,8.9750319,9.0147419,9.0386715,9.0364332,9.0013819,8.9384613,8.8740091,8.8196449,8.7725163
KHM.16.9_2,45,PhnomPenh,PurSenChey,7.7509589,7.8014135,7.8484025,7.8814292,7.8795037,7.8726525,7.8732138,7.8867068,7.9163809,7.9616728,8.016449,8.0756931,8.1376629,8.2041397,8.2769575,8.3531942,8.4256716,8.4884243,8.5381413,8.576273,8.6089697,8.6398468,8.673871,8.7142572,8.7601748,8.8070402,8.8487253,8.8787661,8.8943405,8.8990526,8.8952141,8.8899775,8.8858442
KHM.17.1_2,46,Pouthisat,Bakan,6.5012674,6.5673008,6.6274657,6.6691303,6.6667528,6.6535158,6.6438646,6.64257,6.6541805,6.6861277,6.7380209,6.8118052,6.8998785,6.9913445,7.0849824,7.1788063,7.2670474,7.3429155,7.4001431,7.4380369,7.4592695,7.4723916,7.4901495,7.5231071,7.5756984,7.6437116,7.7156162,7.7850475,7.8515167,7.9313006,8.0320005,8.1513138,8.2712822
KHM.17.2_2,47,Pouthisat,Kandieng,6.4631763,6.4929566,6.5199442,6.5312281,6.5030332,6.4742126,6.4634094,6.4800696,6.5240669,6.5840902,6.6456647,6.7015591,6.7560844,6.8151803,6.8788562,6.9416604,6.9945598,7.040081,7.0776877,7.1083107,7.1347303,7.1672606,7.2211375,7.300046,7.3902607,7.4800582,7.5607347,7.6373868,7.7055669,7.7533808,7.7808275,7.7972789,7.8155932
KHM.17.3_2,48,Pouthisat,Krakor,6.5637927,6.6272612,6.688467,6.7372432,6.7501159,6.7599316,6.7741857,6.7966995,6.8332992,6.8863969,6.9538169,7.0340557,7.1257424,7.2222557,7.3169017,7.4046626,7.4785376,7.5367351,7.5780354,7.6036143,7.6149116,7.6150789,7.6116853,7.6045804,7.5922871,7.5846829,7.5924644,7.6219726,7.6683388,7.7176242,7.7614346,7.8037953,7.8473444
KHM.17.4_2,49,Pouthisat,PhnumKravanh,6.6585932,6.7182088,6.7748299,6.8174639,6.8218808,6.8219881,6.8287268,6.8527231,6.898603,6.9620471,7.0341692,7.1101537,7.190352,7.2755952,7.3608699,7.4418697,7.5136557,7.571013,7.6154032,7.6541066,7.6909595,7.7225599,7.7507944,7.7773542,7.8030052,7.8242335,7.8374648,7.8494396,7.8591518,7.8560634,7.8360953,7.8007522,7.7570505
KHM.17.5_2,50,Pouthisat,Pursat,6.4406004,6.4830632,6.521184,6.5405283,6.5138249,6.479907,6.4586377,6.4587235,6.4855289,6.5369124,6.6015463,6.6721878,6.7464662,6.8237987,6.9037824,6.9852338,7.0635543,7.1371446,7.2052794,7.2736135,7.3548317,7.450624,7.5489335,7.6273398,7.6848645,7.7351446,7.7962294,7.8753648,7.9654584,8.0573606,8.1452312,8.2372055,8.3208418
KHM.17.6_2,51,Pouthisat,TonléSap,6.4584255,6.5059304,6.5496149,6.5787935,6.5733595,6.5679054,6.5719643,6.5886769,6.6258674,6.6869364,6.7676029,6.8605928,6.9516296,7.0369925,7.1170673,7.1899781,7.251255,7.3005881,7.3329601,7.3522644,7.3666348,7.3851547,7.4131942,7.4490318,7.4909739,7.5375876,7.5887928,7.6414704,7.6916161,7.7232819,7.7304406,7.7210631,7.7086706
KHM.17.7_2,52,Pouthisat,VealVeaeng,6.7649212,6.8094225,6.8550463,6.8870907,6.8799214,6.8635535,6.8530889,6.8552604,6.8730736,6.906322,6.9507885,7.0050249,7.0681982,7.1395984,7.2185116,7.3014174,7.3815432,7.452611,7.5087352,7.5515208,7.5881824,7.6217942,7.6561804,7.6923013,7.7280097,7.7660885,7.8153305,7.8729839,7.926425,7.961412,7.9755864,7.9838572,7.9940462
KHM.18.1_2,53,PreahVihéar,CheySaen,6.568697,6.6211205,6.6693478,6.7011447,6.6938133,6.6800737,6.6749825,6.6848469,6.7126417,6.7572527,6.8116751,6.8701496,6.9305067,6.9945002,7.0632544,7.1355867,7.2051301,7.2614055,7.2981181,7.3163009,7.3263946,7.3355498,7.3532276,7.3827357,7.4240451,7.4758277,7.5369678,7.6039863,7.6699448,7.7209635,7.7554488,7.7838869,7.8113804
KHM.18.2_2,54,PreahVihéar,Chhaeb,6.6719322,6.7182755,6.7611547,6.7884865,6.776937,6.7592349,6.7521305,6.7630148,6.7939801,6.8408484,6.8957319,6.9539142,7.014667,7.0785966,7.1443076,7.2065392,7.2600484,7.3042445,7.3356619,7.3530159,7.3600488,7.3625503,7.3746471,7.39956,7.4354095,7.4779239,7.5221753,7.5644455,7.600359,7.6233339,7.6302805,7.6278663,7.621305
KHM.18.3_2,55,PreahVihéar,ChoamKsant,6.7861748,6.8093882,6.8260517,6.8238058,6.7879214,6.7534442,6.7370796,6.7451177,6.7807665,6.8436346,6.9268913,7.0216641,7.1145735,7.2034507,7.2888675,7.3678994,7.4326344,7.4750304,7.4901147,7.4791908,7.4553394,7.4369879,7.4357533,7.4543738,7.48879,7.5320067,7.5773072,7.6200304,7.6511693,7.6629958,7.6580868,7.6438966,7.6267633
KHM.18.4_2,56,PreahVihéar,Kuleaen,6.7211719,6.7598405,6.7938552,6.8100848,6.7864866,6.7562675,6.7369332,6.7349238,6.7534251,6.7934637,6.8538117,6.930346,7.0173321,7.1079631,7.2002597,7.2917643,7.3771529,7.4506488,7.5102286,7.5580926,7.5996814,7.6394978,7.6823196,7.7292128,7.778964,7.8310771,7.8868008,7.9415159,7.9886751,8.0219221,8.0421495,8.058588,8.0789537
KHM.18.5_2,57,PreahVihéar,PreahVihear,6.7966037,6.8096919,6.8210177,6.8302956,6.8148136,6.8049974,6.8065934,6.8222423,6.8539133,6.9011102,6.9554486,7.0119886,7.0713601,7.1340704,7.202817,7.2729931,7.3347607,7.3814845,7.4131098,7.4365053,7.459352,7.4851451,7.5145884,7.5400553,7.557488,7.5731235,7.5940294,7.6257691,7.6654458,7.7038469,7.7317333,7.7540278,7.7748394
KHM.18.6_2,58,PreahVihéar,Rovieng,6.6475439,6.6926742,6.7334094,6.7583632,6.7442927,6.7238026,6.7136278,6.7203846,6.7468457,6.7914548,6.8470373,6.9079919,6.9722338,7.0412779,7.1151934,7.1898136,7.2570882,7.3104248,7.345458,7.3636203,7.3744836,7.3856263,7.406743,7.440258,7.4831562,7.5284085,7.5683694,7.601541,7.6318698,7.6554976,7.671113,7.6863732,7.7058125
KHM.18.7_2,59,PreahVihéar,SangkumThmei,6.5672917,6.6179252,6.664125,6.6932588,6.6819763,6.6633301,6.6546021,6.6620474,6.6870356,6.7304959,6.7868538,6.8513808,6.9220119,6.9988375,7.079186,7.157681,7.2255406,7.2752328,7.3045974,7.3210335,7.3319283,7.3430982,7.3643575,7.3982682,7.4435244,7.4967351,7.5556502,7.619246,7.6809173,7.7358546,7.7852917,7.8352146,7.8898077
